,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
2910,14057,11638,4
2911,14057,12173,41
2912,14057,12264,5
2913,14057,12266,16
2914,14057,12478,18
2915,14057,12889,76
2916,14057,12892,60
2917,14057,12954,21
2918,14057,13198,4
2919,14057,13232,17
2920,14057,13487,25
2921,14057,13796,43
2922,14057,13830,21
2923,14057,13891,10
2924,14057,13930,69
2925,14057,14100,2
2926,14057,14107,71
2927,14057,14262,6
2928,14057,14679,30
2929,14057,14689,6
2930,14057,14747,79
2931,14057,14771,76
2932,14057,14831,54
2933,14057,14869,66
2934,14057,14893,42
2935,14057,14908,17
2936,14057,15016,1
2937,14057,15376,1
2938,14098,10397,33
2939,14100,10397,160
2940,14100,10423,2
2941,14100,10529,13
2942,14100,10693,9
2943,14100,10721,182
2944,14100,10994,2
2945,14100,11057,95
2946,14100,11259,4
2947,14100,11278,1
2948,14100,11292,46
2949,14100,11298,122
2950,14100,11433,34
2951,14100,11697,45
2952,14100,12266,75
2953,14100,12339,22
2954,14100,12451,6
2955,14100,12889,65
2956,14100,12892,53
2957,14100,12953,6
2958,14100,13204,122
2959,14100,13232,46
2960,14100,13303,69
2961,14100,13487,80
2962,14100,13495,19
2963,14100,13577,11
2964,14100,13930,175
2965,14100,14027,18
2966,14100,14107,58
2967,14100,14122,26
2968,14100,14307,28
2969,14100,14492,32
2970,14100,14524,1
2971,14100,14635,18
2972,14100,14679,12
2973,14100,14747,18
2974,14100,14771,49
2975,14100,14843,15
2976,14100,14869,5
2977,14100,15016,9
2978,14100,15304,42
2979,14107,10140,62
2980,14107,10299,12
2981,14107,10397,82
2982,14107,10423,44
2983,14107,10561,15
2984,14107,10693,17
2985,14107,10713,32
2986,14107,10721,50
2987,14107,10792,14
2988,14107,10800,44
2989,14107,10821,53
2990,14107,11042,18
2991,14107,11057,100
2992,14107,11066,21
2993,14107,11259,40
2994,14107,11278,48
2995,14107,11292,218
2996,14107,11298,100
2997,14107,11413,6
2998,14107,11423,12
2999,14107,11433,52
3000,14107,11540,54
3001,14107,11618,60
3002,14107,11695,77
3003,14107,11697,17
3004,14107,11884,28
3005,14107,11921,37
3006,14107,12173,45
3007,14107,12191,44
3008,14107,12264,2
3009,14107,12266,89
3010,14107,12339,31
3011,14107,12478,81
3012,14107,12758,13
3013,14107,12889,164
3014,14107,12892,234
3015,14107,12982,17
3016,14107,12992,6
3017,14107,13198,75
3018,14107,13204,44
3019,14107,13232,45
3020,14107,13303,11
3021,14107,13342,30
3022,14107,13476,22
3023,14107,13487,74
3024,14107,13495,5
3025,14107,13796,59
3026,14107,13830,21
3027,14107,13851,33
3028,14107,13871,29
3029,14107,13891,89
3030,14107,13930,112
3031,14107,14057,82
3032,14107,14100,72
3033,14107,14122,27
3034,14107,14262,55
3035,14107,14492,2
3036,14107,14570,59
3037,14107,14679,162
3038,14107,14683,23
3039,14107,14689,22
3040,14107,14698,12
3041,14107,14730,3
3042,14107,14747,195
3043,14107,14771,160
3044,14107,14831,91
3045,14107,14869,160
3046,14107,14893,105
3047,14107,14908,113
3048,14107,15016,55
3049,14107,15304,28
3050,14107,15370,19
3051,14107,15376,40
3052,14107,16218,51
3053,14108,10397,28
3054,14108,11298,15
3055,14108,11433,5
3056,14108,12266,8
3057,14108,13930,74
3058,14109,11298,8
3059,14109,13241,11
3060,14113,14869,11
3061,14122,10397,69
3062,14122,10693,1
3063,14122,10721,31
3064,14122,10821,22
3065,14122,11057,54
3066,14122,11259,3
3067,14122,11292,22
3068,14122,11298,15
3069,14122,11433,6
3070,14122,11618,10
3071,14122,11697,3
3072,14122,12191,7
3073,14122,12266,16
3074,14122,12478,9
3075,14122,12889,5
3076,14122,12892,7
3077,14122,12953,5
3078,14122,13204,17
3079,14122,13232,38
3080,14122,13487,3
3081,14122,13930,30
3082,14122,14100,33
3083,14122,14107,17
3084,14122,14635,7
3085,14122,14771,4
3086,14122,15304,12
3087,14150,11433,20
3088,14193,10397,32
3089,14193,10693,20
3090,14193,11298,8
3091,14193,12191,10
3092,14193,12266,39
3093,14222,12173,8
3094,14252,11292,26
3095,14252,13487,1
3096,14252,14771,8
3097,14252,14869,20
3098,14254,12478,8
3099,14254,13204,6
3100,14256,12523,10
3101,14256,15841,16
3102,14262,11292,21
3103,14262,11298,13
3104,14262,12266,6
3105,14262,12892,12
3106,14262,13930,5
3107,14262,14057,4
3108,14262,14107,54
3109,14262,14747,11
3110,14262,14771,64
3111,14262,14869,23
3112,14307,10397,10
3113,14307,10821,62
3114,14307,11057,48
3115,14307,11278,2
3116,14307,11433,6
3117,14307,11618,17
3118,14307,11697,21
3119,14307,13204,31
3120,14307,13232,10
3121,14307,13930,12
3122,14307,14100,31
3123,14307,15304,13
3124,14321,10397,16
3125,14321,10821,33
3126,14321,11057,21
3127,14321,11278,1
3128,14321,11433,13
3129,14321,11618,24
3130,14321,12478,42
3131,14321,13930,24
3132,14457,11292,6
3133,14457,11298,17
3134,14457,13487,18
3135,14457,13930,6
3136,14457,14869,10
3137,14487,14771,13
3138,14489,11292,16
3139,14489,14771,23
3140,14489,14869,5
3141,14492,10397,120
3142,14492,10529,7
3143,14492,10693,17
3144,14492,10721,52
3145,14492,10821,57
3146,14492,11042,14
3147,14492,11057,78
3148,14492,11259,3
3149,14492,11292,52
3150,14492,11298,37
3151,14492,11433,19
3152,14492,11618,29
3153,14492,11697,11
3154,14492,12191,4
3155,14492,12264,7
3156,14492,12266,13
3157,14492,12478,38
3158,14492,12889,2
3159,14492,12892,22
3160,14492,12953,41
3161,14492,13204,21
3162,14492,13232,11
3163,14492,13303,32
3164,14492,13487,11
3165,14492,13930,68
3166,14492,14100,22
3167,14492,14107,4
3168,14492,14747,5
3169,14492,14771,11
3170,14492,15016,20
3171,14492,15304,15
3172,14492,15356,5
3173,14520,12335,3
3174,14520,13487,22
3175,14524,10397,68
3176,14524,10721,75
3177,14524,11057,47
3178,14524,11298,13
3179,14524,11433,17
3180,14524,11618,52
3181,14524,11697,11
3182,14524,12266,23
3183,14524,12953,117
3184,14524,13204,10
3185,14524,13303,7
3186,14524,13487,16
3187,14524,13930,57
3188,14524,14100,1
3189,14543,11292,9
3190,14570,11292,51
3191,14570,11298,22
3192,14570,12478,6
3193,14570,12889,72
3194,14570,12892,57
3195,14570,13232,12
3196,14570,13930,10
3197,14570,14107,48
3198,14570,14679,14
3199,14570,14771,43
3200,14570,14869,17
3201,14574,10397,37
3202,14574,13930,32
3203,14576,10397,17
3204,14576,10821,19
3205,14576,11057,14
3206,14576,11433,17
3207,14576,11618,24
3208,14576,12478,33
3209,14576,12953,1
3210,14576,13204,9
3211,14576,13232,12
3212,14576,13487,15
3213,14576,13930,43
3214,14588,11298,20
3215,14633,10397,7
3216,14633,13487,18
3217,14633,13930,16
3218,14635,10158,13
3219,14635,10397,61
3220,14635,10529,12
3221,14635,10721,50
3222,14635,10821,23
3223,14635,11042,18
3224,14635,11057,34
3225,14635,11066,4
3226,14635,11193,6
3227,14635,11278,13
3228,14635,11292,7
3229,14635,11298,10
3230,14635,11433,21
3231,14635,11618,20
3232,14635,12197,16
3233,14635,12266,4
3234,14635,12339,5
3235,14635,12478,35
3236,14635,12953,13
3237,14635,13232,19
3238,14635,13487,2
3239,14635,13930,34
3240,14635,14100,18
3241,14635,14122,7
3242,14635,15016,7
3243,14635,15356,1
3244,14674,11298,20
3245,14679,10140,28
3246,14679,10397,32
3247,14679,10423,16
3248,14679,10693,11
3249,14679,10713,6
3250,14679,10721,22
3251,14679,10821,16
3252,14679,11057,21
3253,14679,11259,9
3254,14679,11292,106
3255,14679,11298,89
3256,14679,11433,11
3257,14679,11618,18
3258,14679,11638,11
3259,14679,12173,37
3260,14679,12191,24
3261,14679,12264,32
3262,14679,12266,35
3263,14679,12478,45
3264,14679,12889,105
3265,14679,12892,93
3266,14679,12982,5
3267,14679,13198,13
3268,14679,13204,11
3269,14679,13232,36
3270,14679,13303,11
3271,14679,13487,12
3272,14679,13495,10
3273,14679,13796,116
3274,14679,13830,7
3275,14679,13930,61
3276,14679,14057,34
3277,14679,14100,15
3278,14679,14107,161
3279,14679,14570,24
3280,14679,14683,18
3281,14679,14747,127
3282,14679,14771,211
3283,14679,14831,79
3284,14679,14869,44
3285,14679,14893,108
3286,14679,15016,1
3287,14679,15376,25
3288,14683,10397,44
3289,14683,10693,7
3290,14683,10821,8
3291,14683,11057,8
3292,14683,11259,95
3293,14683,11292,35
3294,14683,11298,68
3295,14683,11433,8
3296,14683,11540,17
3297,14683,11618,6
3298,14683,12191,30
3299,14683,12266,38
3300,14683,12478,6
3301,14683,12889,18
3302,14683,12892,31
3303,14683,13204,2
3304,14683,13232,6
3305,14683,13303,6
3306,14683,13487,1
3307,14683,13495,9
3308,14683,13930,19
3309,14683,14100,1
3310,14683,14107,20
3311,14683,14679,9
3312,14683,14747,5
3313,14683,14771,7
3314,14683,14869,3
3315,14683,15016,11
3316,14683,15304,9
3317,14685,10397,68
3318,14685,10721,6
3319,14685,11298,2
3320,14685,11433,16
3321,14685,11618,25
3322,14685,12266,19
3323,14685,12478,27
3324,14685,13930,39
3325,14689,11292,26
3326,14689,12892,56
3327,14689,14057,11
3328,14689,14107,13
3329,14689,14747,19
3330,14689,14771,78
3331,14696,10397,27
3332,14696,11433,40
3333,14696,11618,2
3334,14696,13487,22
3335,14696,13930,74
3336,14698,12892,54
3337,14698,14107,4
3338,14698,14771,33
3339,14709,10299,2
3340,14709,10754,21
3341,14711,13930,20
3342,14730,10397,50
3343,14730,10821,35
3344,14730,11292,16
3345,14730,11298,5
3346,14730,11618,23
3347,14730,12266,6
3348,14730,12889,3
3349,14730,13204,3
3350,14730,13232,34
3351,14730,13487,9
3352,14730,13930,22
3353,14730,14107,2
3354,14730,15304,5
3355,14747,10140,13
3356,14747,10299,182
3357,14747,10397,39
3358,14747,10423,18
3359,14747,10693,18
3360,14747,10713,44
3361,14747,10721,36
3362,14747,10800,34
3363,14747,10821,16
3364,14747,10849,7
3365,14747,11057,21
3366,14747,11109,23
3367,14747,11259,22
3368,14747,11278,6
3369,14747,11292,206
3370,14747,11298,95
3371,14747,11433,39
3372,14747,11618,34
3373,14747,11630,39
3374,14747,11638,20
3375,14747,11697,8
3376,14747,11884,110
3377,14747,12173,82
3378,14747,12264,23
3379,14747,12266,69
3380,14747,12478,90
3381,14747,12523,34
3382,14747,12758,26
3383,14747,12819,38
3384,14747,12889,205
3385,14747,12892,197
3386,14747,12954,32
3387,14747,12982,23
3388,14747,13198,15
3389,14747,13204,14
3390,14747,13232,24
3391,14747,13303,8
3392,14747,13342,19
3393,14747,13487,75
3394,14747,13495,6
3395,14747,13796,114
3396,14747,13830,57
3397,14747,13851,5
3398,14747,13871,10
3399,14747,13891,28
3400,14747,13930,96
3401,14747,14057,75
3402,14747,14100,17
3403,14747,14107,178
3404,14747,14262,12
3405,14747,14492,3
3406,14747,14679,86
3407,14747,14683,23
3408,14747,14689,10
3409,14747,14771,182
3410,14747,14831,115
3411,14747,14869,107
3412,14747,14893,131
3413,14747,14908,87
3414,14747,15016,18
3415,14747,15304,3
3416,14747,15376,16
3417,14771,10140,13
3418,14771,10157,52
3419,14771,10397,47
3420,14771,10423,54
3421,14771,10561,13
3422,14771,10713,63
3423,14771,10721,88
3424,14771,10800,46
3425,14771,10821,9
3426,14771,11042,7
3427,14771,11057,76
3428,14771,11193,14
3429,14771,11259,80
3430,14771,11278,19
3431,14771,11292,176
3432,14771,11298,181
3433,14771,11433,44
3434,14771,11603,74
3435,14771,11618,145
3436,14771,11638,17
3437,14771,11697,64
3438,14771,12173,79
3439,14771,12264,96
3440,14771,12266,120
3441,14771,12339,7
3442,14771,12478,243
3443,14771,12758,23
3444,14771,12889,289
3445,14771,12892,513
3446,14771,12954,28
3447,14771,12982,19
3448,14771,13198,21
3449,14771,13204,16
3450,14771,13232,22
3451,14771,13264,51
3452,14771,13303,42
3453,14771,13342,10
3454,14771,13476,23
3455,14771,13487,71
3456,14771,13495,11
3457,14771,13830,45
3458,14771,13851,20
3459,14771,13891,89
3460,14771,13930,251
3461,14771,13964,19
3462,14771,14057,91
3463,14771,14100,54
3464,14771,14107,147
3465,14771,14122,7
3466,14771,14252,19
3467,14771,14262,71
3468,14771,14487,26
3469,14771,14489,32
3470,14771,14492,17
3471,14771,14570,50
3472,14771,14679,165
3473,14771,14683,18
3474,14771,14689,60
3475,14771,14698,28
3476,14771,14747,254
3477,14771,14869,86
3478,14771,14893,58
3479,14771,14905,15
3480,14771,14908,130
3481,14771,15016,41
3482,14771,15376,21
3483,14771,15919,2
3484,14783,10397,58
3485,14783,11292,21
3486,14783,11298,36
3487,14783,13930,31
3488,14794,11292,36
3489,14794,14869,37
3490,14814,10397,56
3491,14814,11292,5
3492,14814,11298,50
3493,14814,12266,50
3494,14828,12523,23
3495,14828,12819,14
3496,14831,10397,1
3497,14831,10423,11
3498,14831,10721,11
3499,14831,10800,50
3500,14831,11259,4
3501,14831,11292,68
3502,14831,11298,51
3503,14831,12173,34
3504,14831,12266,16
3505,14831,12478,12
3506,14831,12758,5
3507,14831,12889,77
3508,14831,12892,160
3509,14831,12982,4
3510,14831,13232,10
3511,14831,13487,7
3512,14831,13830,29
3513,14831,13891,43
3514,14831,13930,16
3515,14831,14057,72
3516,14831,14107,89
3517,14831,14679,97
3518,14831,14747,145
3519,14831,14869,32
3520,14831,14908,80
3521,14842,11298,23
3522,14843,10397,36
3523,14843,10529,19
3524,14843,10721,33
3525,14843,10821,19
3526,14843,11057,11
3527,14843,11278,13
3528,14843,11298,11
3529,14843,11618,24
3530,14843,11697,83
3531,14843,12191,4
3532,14843,12264,1
3533,14843,12266,8
3534,14843,12478,107
3535,14843,13204,103
3536,14843,13303,53
3537,14843,13930,38
3538,14843,14100,20
3539,14843,15024,14
3540,14843,15027,14
3541,14843,15304,31
3542,14869,10140,32
3543,14869,10397,69
3544,14869,10423,23
3545,14869,10620,24
3546,14869,10693,8
3547,14869,10713,43
3548,14869,10721,13
3549,14869,10779,15
3550,14869,10800,12
3551,14869,10821,24
3552,14869,10849,14
3553,14869,10918,34
3554,14869,11057,12
3555,14869,11097,13
3556,14869,11109,9
3557,14869,11122,5
3558,14869,11193,9
3559,14869,11259,6
3560,14869,11278,13
3561,14869,11292,192
3562,14869,11298,61
3563,14869,11423,7
3564,14869,11433,27
3565,14869,11525,16
3566,14869,11603,9
3567,14869,11618,5
3568,14869,11638,16
3569,14869,11648,8
3570,14869,11865,9
3571,14869,11884,23
3572,14869,11921,15
3573,14869,12003,13
3574,14869,12156,17
3575,14869,12173,7
3576,14869,12266,63
3577,14869,12280,22
3578,14869,12441,16
3579,14869,12478,45
3580,14869,12889,104
3581,14869,12892,86
3582,14869,12954,42
3583,14869,13127,9
3584,14869,13198,10
3585,14869,13204,31
3586,14869,13232,11
3587,14869,13264,18
3588,14869,13485,2
3589,14869,13486,16
3590,14869,13487,35
3591,14869,13495,8
3592,14869,13796,71
3593,14869,13851,17
3594,14869,13871,9
3595,14869,13891,12
3596,14869,13930,58
3597,14869,14057,71
3598,14869,14100,11
3599,14869,14107,139
3600,14869,14113,12
3601,14869,14252,13
3602,14869,14262,9
3603,14869,14457,10
3604,14869,14489,4
3605,14869,14570,8
3606,14869,14679,35
3607,14869,14683,11
3608,14869,14747,119
3609,14869,14771,71
3610,14869,14794,71
3611,14869,14831,15
3612,14869,14893,21
3613,14869,14908,21
3614,14869,15016,11
3615,14869,15041,6
3616,14869,15370,14
3617,14869,15376,24
3618,14869,15389,36
3619,14893,10397,19
3620,14893,10800,35
3621,14893,11057,7
3622,14893,11292,86
3623,14893,11298,34
3624,14893,12173,22
3625,14893,12264,11
3626,14893,12266,16
3627,14893,12478,12
3628,14893,12889,67
3629,14893,12892,185
3630,14893,12954,26
3631,14893,13232,9
3632,14893,13487,13
3633,14893,13830,10
3634,14893,13891,46
3635,14893,13930,14
3636,14893,14057,58
3637,14893,14107,115
3638,14893,14679,87
3639,14893,14747,152
3640,14893,14771,104
3641,14893,14869,35
3642,14893,14908,48
3643,14905,14771,21
3644,14908,10397,16
3645,14908,10423,8
3646,14908,11259,13
3647,14908,11292,94
3648,14908,11298,81
3649,14908,11618,8
3650,14908,12191,15
3651,14908,12266,30
3652,14908,12889,77
3653,14908,13232,4
3654,14908,13487,18
3655,14908,13796,95
3656,14908,13930,60
3657,14908,14057,36
3658,14908,14107,107
3659,14908,14747,87
3660,14908,14771,164
3661,14908,14831,89
3662,14908,14869,24
3663,14908,14893,75
3664,14952,11298,9
3665,14952,13930,24
3666,14960,11298,12
3667,14986,10397,25
3668,14986,10721,8
3669,14986,12478,14
3670,14986,12953,14
3671,14986,13930,10
3672,15016,10397,57
3673,15016,10423,10
3674,15016,10693,7
3675,15016,10721,11
3676,15016,10821,24
3677,15016,11042,4
3678,15016,11057,39
3679,15016,11066,21
3680,15016,11259,61
3681,15016,11278,32
3682,15016,11292,50
3683,15016,11298,44
3684,15016,11433,39
3685,15016,11618,65
3686,15016,11697,14
3687,15016,11986,11
3688,15016,12191,32
3689,15016,12266,18
3690,15016,12889,18
3691,15016,12892,23
3692,15016,12953,15
3693,15016,13198,25
3694,15016,13204,32
3695,15016,13232,44
3696,15016,13303,8
3697,15016,13342,22
3698,15016,13487,49
3699,15016,13495,4
3700,15016,13851,8
3701,15016,13871,28
3702,15016,13930,74
3703,15016,14057,2
3704,15016,14100,25
3705,15016,14107,39
3706,15016,14492,16
3707,15016,14635,13
3708,15016,14679,1
3709,15016,14683,11
3710,15016,14747,13
3711,15016,14771,9
3712,15016,14869,6
3713,15016,15304,11
3714,15016,15370,5
3715,15024,10397,4
3716,15024,10721,3
3717,15024,11057,5
3718,15024,11697,3
3719,15024,12478,4
3720,15024,13303,24
3721,15024,14100,2
3722,15024,14843,13
3723,15027,13303,16
3724,15027,14843,9
3725,15041,14869,4
3726,15048,13930,9
3727,15070,11697,10
3728,15070,13204,12
3729,15096,10397,18
3730,15096,11057,14
3731,15096,11433,21
3732,15096,11618,29
3733,15096,12478,31
3734,15096,13204,6
3735,15096,13487,5
3736,15096,13930,36
3737,15249,10397,45
3738,15249,11298,16
3739,15249,13303,4
3740,15295,13930,19
3741,15304,10158,5
3742,15304,10257,8
3743,15304,10397,118
3744,15304,10423,4
3745,15304,10529,19
3746,15304,10599,10
3747,15304,10693,25
3748,15304,10721,48
3749,15304,10792,10
3750,15304,10821,46
3751,15304,10874,11
3752,15304,11042,13
3753,15304,11057,69
3754,15304,11066,11
3755,15304,11193,7
3756,15304,11259,8
3757,15304,11278,65
3758,15304,11292,21
3759,15304,11298,50
3760,15304,11433,46
3761,15304,11618,44
3762,15304,11697,54
3763,15304,12191,25
3764,15304,12197,16
3765,15304,12264,18
3766,15304,12266,36
3767,15304,12339,31
3768,15304,12391,6
3769,15304,12478,47
3770,15304,12889,4
3771,15304,12892,2
3772,15304,12953,38
3773,15304,13198,2
3774,15304,13232,13
3775,15304,13244,5
3776,15304,13296,8
3777,15304,13303,45
3778,15304,13342,2
3779,15304,13487,6
3780,15304,13495,18
3781,15304,13930,33
3782,15304,14100,54
3783,15304,14107,18
3784,15304,14122,19
3785,15304,14307,13
3786,15304,14492,8
3787,15304,14683,7
3788,15304,14730,3
3789,15304,14747,6
3790,15304,14843,22
3791,15304,15016,15
3792,15304,15356,7
3793,15323,10397,52
3794,15356,10397,12
3795,15356,11057,8
3796,15356,11433,10
3797,15356,11697,3
3798,15356,13204,8
3799,15356,13487,6
3800,15356,13930,8
3801,15356,14492,4
3802,15356,14635,1
3803,15356,15304,6
3804,15356,15497,3
3805,15370,10397,25
3806,15370,11259,20
3807,15370,11292,38
3808,15370,11298,54
3809,15370,11433,9
3810,15370,12191,24
3811,15370,12266,33
3812,15370,12889,7
3813,15370,13232,5
3814,15370,13303,1
3815,15370,13487,33
3816,15370,13930,43
3817,15370,14107,15
3818,15370,14869,9
3819,15370,15016,3
3820,15376,10397,8
3821,15376,11292,41
3822,15376,11298,34
3823,15376,12266,42
3824,15376,12889,26
3825,15376,12892,75
3826,15376,13232,2
3827,15376,13930,17
3828,15376,14057,1
3829,15376,14107,26
3830,15376,14679,13
3831,15376,14747,5
3832,15376,14771,17
3833,15376,14869,14
3834,15380,11433,13
3835,15380,13930,40
3836,15389,14869,28
3837,15401,11298,25
3838,15411,11298,25
3839,15411,12266,11
3840,15412,10397,53
3841,15412,11292,2
3842,15412,11298,49
3843,15412,11618,7
3844,15412,12266,35
3845,15412,13930,51
3846,15497,15356,4
3847,15607,10397,30
3848,15624,10397,47
3849,15624,11298,37
3850,15624,12266,23
3851,15841,12819,12
3852,15841,14256,12
3853,15919,10397,64
3854,15919,11193,11
3855,15919,11292,28
3856,15919,11298,45
3857,15919,11618,9
3858,15919,12266,19
3859,15919,12953,20
3860,15919,13487,29
3861,15919,13930,72
3862,15991,10926,9
3863,15991,12523,3
3864,16218,14107,68
